0,1,2,3,4,5,6,7,8,9,10,11,12
-0.4767081,-0.5855283,-0.57658917,-0.2645502,0.27870122,-0.27870122,-0.4501827,-0.3210526,-0.26705173,-0.44519094,-0.32853225,-0.32853156,-0.58323765
-0.44750872,-0.54719317,-0.53821695,-0.2645502,0.27870122,-0.27870122,-0.45342648,-0.45603332,-0.27301013,-0.44533968,-0.32769403,-0.32769445,-0.54677075
-0.49779335,-0.6094878,-0.6005718,-0.2645502,0.27870122,-0.27870122,-0.45265448,-0.34193444,-0.2682459,-0.44521847,-0.3295501,-0.3295496,-0.61075896
-0.49777,-0.6094878,-0.6005718,-0.2645502,0.24126367,-0.24126367,-0.44336876,-0.2452687,-0.26342168,-0.4451901,-0.32904893,-0.3290492,-0.6108046
-0.4686173,-0.57594454,-0.56699616,-0.2645502,0.27870122,-0.27870122,-0.48670736,-0.48196062,-0.39428294,-0.4474942,-0.32445866,-0.32445794,-0.57436055
-0.47677818,-0.5855283,-0.57658917,-0.2645502,0.27870122,-0.27870122,-0.48733306,-0.48241395,-0.3944954,-0.4485102,-0.32859877,-0.32859847,-0.58332896
-0.1852861,-0.19259337,-0.18327409,-0.2645502,0.27870122,-0.27870122,-0.46976152,-0.4740962,-0.29927036,-0.44537097,-0.30212152,-0.3021212,-0.19145809
0.0024494133,0.05658489,0.066145234,-0.2645502,0.27870122,-0.27870122,0.25368473,-0.2889353,-0.25931218,1.3999316,-0.31095615,-0.31095698,0.05700975
-0.49779335,-0.6094878,-0.6005718,-0.2645502,0.24120128,-0.24120128,1.0074866,2.3008428,1.0466125,-0.22744898,-0.32662517,-0.32662532,-0.6108503
1.1814121,1.6283246,1.6394056,-0.2645502,0.27870122,-0.27870122,-0.44475695,-0.45908648,-0.27030858,-0.42792702,-0.22693853,-0.22693948,1.6293766
2.1728845,2.9508862,2.9632466,-0.2645502,0.27870122,-0.27870122,-0.47854802,-0.4805697,-0.39363107,-0.44046074,0.03534042,0.03534045,2.949031
-0.104891405,-0.08237991,-0.07295401,-0.2645502,0.27870122,-0.27870122,-0.26119348,-0.10875744,-0.24573283,-0.2863921,-0.30262932,-0.30262926,-0.08036868
-0.39471394,-0.47052297,-0.46147257,-0.2645502,0.27870122,-0.27870122,-0.48655567,-0.4819573,-0.3942814,-0.44729397,-0.3257537,-0.32575285,-0.47228518
0.06473604,0.13804701,0.008586929,3.6448643,-3.7556205,3.7556205,1.8371048,2.2711825,1.1921161,2.156436,3.5800142,3.580014,0.13888912
-0.105078205,-0.08717179,-0.07775053,-0.2645502,0.27870122,-0.27870122,-0.48352763,-0.48105475,-0.3938584,-0.4464904,0.03899601,0.038995672,-0.085663006
