0,1,2,3,4,5,6,7,8,9,10,11,12
-0.51799124,-0.5855283,-0.57658917,-0.2645502,0.27870122,-0.27870122,-0.3613641,-0.29167405,-0.2642081,-0.4387872,-0.32869634,-0.32869732,-0.5877561
-0.5174075,-0.5519851,-0.5430135,-0.2645502,0.27870122,-0.27870122,-0.4563165,-0.46253785,-0.27508268,-0.44191495,-0.32782266,-0.32782364,-0.55279535
-0.51842326,-0.6142796,-0.6053683,-0.2645502,0.27870122,-0.27870122,-0.454242,-0.3719429,-0.2689037,-0.44510907,-0.32959002,-0.32959053,-0.61322355
-0.51842326,-0.6142796,-0.6053683,-0.2645502,0.19732703,-0.19732703,-0.4406305,-0.23796137,-0.2621617,-0.4436602,-0.32913542,-0.32913643,-0.6129954
-0.5178161,-0.57594454,-0.56699616,-0.2645502,0.27870122,-0.27870122,-0.48567194,-0.481918,-0.39426297,-0.44717044,-0.32476246,-0.32476196,-0.5768936
-0.5180146,-0.5903202,-0.58138573,-0.2645502,0.27870122,-0.27870122,-0.48771113,-0.4822262,-0.3944074,-0.44803295,-0.32878393,-0.32878393,-0.58864605
-0.5126674,-0.27405548,-0.26481503,-0.2645502,0.27870122,-0.27870122,-0.46785337,-0.4747433,-0.30061057,-0.44453073,-0.3071553,-0.30715427,-0.27580205
-0.5091299,-0.068004236,-0.05856443,-0.2645502,0.27870122,-0.27870122,0.82061887,-0.24140199,-0.25365573,2.2759485,-0.31444654,-0.31444612,-0.06772622
-0.51842326,-0.6142796,-0.6053683,-0.2645502,0.19598076,-0.19598076,1.1355762,2.1874027,1.0245079,-0.16247523,-0.32688907,-0.3268891,-0.6134061
-0.48736748,1.2066383,1.2173114,-0.2645502,0.27870122,-0.27870122,-0.44320178,-0.46406007,-0.27070054,-0.40638036,-0.24549478,-0.245494,1.2079763
-0.4681036,2.3375244,2.3492913,-0.2645502,0.27870122,-0.27870122,-0.4750421,-0.48028773,-0.3742532,-0.4370768,-0.02803757,-0.028037911,2.3383133
-0.51104456,-0.1782177,-0.16888452,-0.2645502,0.27870122,-0.27870122,-0.24195792,-0.105227076,-0.21841823,-0.28902787,-0.30745468,-0.30745393,-0.18004791
-0.5165319,-0.50167024,-0.49264997,-0.2645502,0.27870122,-0.27870122,-0.48495248,-0.4814319,-0.39403516,-0.4468609,-0.3265509,-0.32655,-0.5017234
-0.50786895,0.0038741059,-0.101733156,2.9708273,-3.77961,3.77961,2.4241672,2.077246,1.2242415,2.6637268,2.924702,2.9247024,0.0062573184
-0.51104456,-0.1782177,-0.16888452,-0.2645502,0.27870122,-0.27870122,-0.48353186,-0.48131007,-0.39397806,-0.4464001,-0.023061443,-0.023061784,-0.1804587
